ts,datetime_utc,equity,B&H BTC (OOS),B&H BTC filtrado (OOS),Equiponderado (OOS)
1628207999999,2021-08-05 23:59,10000,9840.6635681924000000,10000.00000000,10260.6759381312000000
1628222399999,2021-08-06 03:59,10000,9685.8193979618000000,10000.00000000,10099.4494503069000000
1628236799999,2021-08-06 07:59,10000,9808.6659556346000000,10000.00000000,10179.4661690913000000
1628251199999,2021-08-06 11:59,10000,9755.1969263864000000,10000.00000000,10109.1585322062000000
1628265599999,2021-08-06 15:59,10000,10162.7637168212000000,10000.00000000,10451.3798389356000000
1628279999999,2021-08-06 19:59,10000,10331.6235493598000000,10000.00000000,10573.6377683259000000
1628294399999,2021-08-06 23:59,10000,10316.1388915178000000,10000.00000000,10511.8693106139000000
1628308799999,2021-08-07 03:59,10000,10522.0366770284000000,10000.00000000,10746.0802878912000000
1628323199999,2021-08-07 07:59,10000,10405.4875346366000000,10000.00000000,10678.3959378933000000
1628337599999,2021-08-07 11:59,10000,10548.0860617682000000,10000.00000000,10970.6404080861000000
1628351999999,2021-08-07 15:59,10000,10444.5820813562000000,10000.00000000,10849.0925705931000000
1628366399999,2021-08-07 19:59,10000,10579.7248541054000000,10000.00000000,10848.8408359797000000
1628380799999,2021-08-07 23:59,10000,10734.1211011076000000,10000.00000000,11041.0469683488000000
1628395199999,2021-08-08 03:59,10000,10673.8874678348000000,10000.00000000,10935.7235775684000000
1628409599999,2021-08-08 07:59,10012.2873572560000000,10789.9838706194000000,10093.6085429950000000,11011.1482061397000000
1628423999999,2021-08-08 11:59,9923.5847466580000000,10705.1072352164000000,10014.2105454700000000,10858.4835261372000000
1628438399999,2021-08-08 15:59,9846.3732424510000000,10592.5219725770000000,9908.8924639750000000,10700.4295090665000000
1628452799999,2021-08-08 19:59,9795.5956019200000000,10527.6333091940000000,9848.1922499500000000,10528.6132757880000000
1628467199999,2021-08-08 23:59,9815.9968852150000000,10546.7230265678000000,9866.0497595650000000,10576.0993782519000000
1628481599999,2021-08-09 03:59,9738.3902375440000000,10474.8915531446000000,9798.8548817050000000,10470.4264565523000000
1628495999999,2021-08-09 07:59,9755.6997826720000000,10548.2570432156000000,9783.96606223,10579.3870613778000000
1628510399999,2021-08-09 11:59,9809.0530719760000000,11061.0255875894000000,9783.96606223,11043.2903847867000000
1628524799999,2021-08-09 15:59,9829.8886355560000000,11046.7546572050000000,9783.96606223,11178.1334419515000000
1628539199999,2021-08-09 19:59,9808.1270469280000000,11073.0280035590000000,9783.96606223,11149.8393703455000000
1628553599999,2021-08-09 23:59,9786.7572381280000000,11138.9040245960000000,9783.96606223,11122.3796970060000000
1628567999999,2021-08-10 03:59,9827.9297364160000000,11007.7443971144000000,9783.96606223,11032.6358594772000000
